node1,node2,CN,JC,AA,RA,PA,label
742,935,94,0.3197278911564626,18.670394405215585,0.6366467997083577,36907,1
281,1008,27,0.19852941176470587,5.8808193011438705,0.30078198845299065,5520,1
604,1432,21,0.2692307692307692,4.676857947397957,0.27131338939283434,2268,1
1106,1352,13,0.1625,3.017527617530122,0.22283905298243334,1952,1
1465,1489,8,0.052980132450331126,1.8853454546701964,0.1352303818628543,5814,1
567,778,30,0.14084507042253522,6.224395449251888,0.2605152271947645,14606,1
935,1163,83,0.4911242603550296,16.529560593860293,0.5685345222070276,14195,1
168,1787,24,0.2222222222222222,5.2215918198563065,0.267146495779956,3680,1
384,512,20,0.08064516129032258,4.13899579795234,0.1785899699515673,15747,1
562,1133,30,0.10101010101010101,6.486039241926766,0.34543482799012776,24662,1
976,1526,4,0.02040816326530612,0.8179891285090393,0.0329214379628146,5775,1
558,1392,20,0.11494252873563218,4.681398968060113,0.3288279492485,3633,1
72,621,12,0.05194805194805195,2.615400910635457,0.13722772418686696,3206,1
481,852,11,0.062146892655367235,2.3928193883436077,0.14121889067633098,6900,1
147,1379,35,0.13059701492537312,7.573321886856003,0.393955041686589,22250,1
766,1812,44,0.20853080568720378,9.29954324132432,0.42643221859211305,15836,1
696,1975,7,0.09722222222222222,1.8245440971797953,0.17579397373048208,1428,1
298,1131,83,0.7410714285714286,16.512013044738804,0.5653734811277056,9324,1
258,1614,20,0.07518796992481203,4.191865812067871,0.19059451876739247,15825,1
1075,1854,28,0.1564245810055866,6.105068474527742,0.3113498744959929,7290,1
735,1905,17,0.09770114942528736,3.606804334921147,0.16917540749654916,8910,1
213,1075,19,0.12179487179487179,4.384470586084484,0.28868621094317176,5850,1
926,1815,15,0.6521739130434783,3.8982942254469735,0.3502593909806996,357,1
267,1315,24,0.10084033613445378,5.113748664094412,0.24068615568995005,10600,1
1771,1950,4,0.022988505747126436,0.9548905404118202,0.08430262263603915,3565,1
427,1024,18,0.15,3.900496319740999,0.22308788452544168,3800,1
804,937,12,0.0916030534351145,2.7189373893428437,0.171200065259608,5100,1
4,106,27,0.1888111888111888,5.897671852545003,0.3061254568169734,7029,1
1329,2001,14,0.06481481481481481,2.904847611000153,0.12889855052952867,12936,1
1127,1560,6,0.04878048780487805,1.3235934161742846,0.06719300256620986,3458,1
52,303,43,0.1799163179916318,9.102501176296089,0.4357765769746085,19877,1
446,1662,65,0.3611111111111111,13.536637162911582,0.5641564829060562,14976,1
1066,1751,32,0.18604651162790697,6.834422313703035,0.32725941016890725,9443,1
514,1561,30,0.11857707509881422,6.456561623566388,0.3498629396849207,19152,1
667,1452,19,0.18446601941747573,4.283992462298006,0.2620676778507502,3280,1
459,1983,15,0.09316770186335403,3.1902681960916026,0.16426867703619483,7695,1
176,1079,37,0.07905982905982906,7.7998502906964395,0.41727379313785906,48256,1
1000,2036,20,0.10989010989010989,4.357569092314694,0.2405280572337865,7176,1
1210,1275,24,0.09795918367346938,5.476759865514307,0.3432636149431441,16020,1
514,670,25,0.08503401360544217,5.321349838757348,0.3044627037801131,23184,1
1017,1282,11,0.04954954954954955,2.174744360212001,0.07969564047660509,11766,1
401,776,37,0.15289256198347106,7.957478402643071,0.41177629307252944,18468,1
119,1060,26,0.08201892744479496,5.902494542151458,0.3725210805703192,12120,1
569,972,35,0.32407407407407407,7.441684506360468,0.34983597818662643,4462,1
511,1331,14,0.2028985507246377,3.005318444560171,0.144143043686116,1450,1
856,1455,62,0.5391304347826087,12.8894675337217,0.5339457373301696,7526,1
1408,1880,11,0.07857142857142857,2.5227689496856316,0.15678690448279003,5460,1
1224,1746,8,0.06557377049180328,2.5841324828757197,0.4369147058339441,2376,1
1182,1677,21,0.14788732394366197,4.498419749115312,0.2131042284385739,6090,1
212,220,96,0.3380281690140845,19.163454955489946,0.6682876493840803,35076,1
0,176,71,0.18112244897959184,14.709681064068311,0.5999345253711167,32422,1
669,1326,19,0.10497237569060773,4.24484411462818,0.26049825123840253,8236,1
614,1254,0,0.0,0,0,231,1
306,1837,62,0.5535714285714286,12.887804818500783,0.5335631077354752,7280,1
982,1860,106,0.25,21.774344288819243,0.9037566679041255,64896,1
1335,1397,5,0.03067484662576687,1.0154608619987118,0.03735042282259738,3335,1
18,760,19,0.05864197530864197,4.142658381506638,0.23114444418771812,22102,1
90,1892,18,0.21176470588235294,4.201365499922116,0.3041476222675235,2272,1
1151,2057,19,0.11046511627906977,4.158016246595882,0.21994183016410457,8778,1
995,1030,29,0.13744075829383887,6.431784227722722,0.3905763025205083,14144,1
653,1939,40,0.5128205128205128,8.598957645721336,0.4153138702029197,3312,1
1257,1774,11,0.1774193548387097,2.492821073467834,0.14249315567516213,1276,1
1040,1812,38,0.18536585365853658,8.066530445993985,0.38044598729126716,14552,1
1429,1582,9,0.05660377358490566,1.8863292542246692,0.08707704723579665,2156,1
417,1733,11,0.06918238993710692,2.5225250223577236,0.16277435463003717,3000,1
1403,1737,21,0.1510791366906475,4.603631503621334,0.23827583449570675,5439,1
355,1567,43,0.1423841059602649,9.05253440681054,0.40922992491068155,22446,1
644,995,34,0.18994413407821228,7.407186693032675,0.39396526551710837,10472,1
375,743,44,0.18032786885245902,9.123043964985152,0.3856755674939505,16247,1
959,1171,10,0.07092198581560284,2.515296398073005,0.2555967263644353,4140,1
599,1363,20,0.08849557522123894,4.314659683351588,0.2195966741164369,14553,1
401,1940,23,0.08582089552238806,4.872518516077051,0.2958240501585263,20520,1
1905,2003,45,0.1814516129032258,10.116541284600915,0.6048007314389161,20130,1
541,1140,30,0.16393442622950818,6.493184128252374,0.3383079260804448,7310,1
313,542,26,0.11926605504587157,5.693443498405632,0.3215495955571226,7828,1
1217,1319,41,0.2342857142857143,8.67766205052156,0.3969115315814622,8528,1
723,1166,10,0.14925373134328357,2.200422409131381,0.13437338891239525,726,1
900,1127,14,0.12727272727272726,3.2363775828531747,0.20755947527684465,3268,1
208,1775,88,0.38596491228070173,17.571135713663686,0.6129046073401783,23115,1
464,1487,32,0.3018867924528302,7.103978106132754,0.39238430965841464,4680,1
7,995,13,0.06951871657754011,2.8273867845747387,0.16407423589059658,8704,1
1030,1902,12,0.08695652173913043,2.523136329236702,0.11418342188454302,4784,1
506,1845,17,0.06854838709677419,3.679655298218361,0.1839680400424809,9366,1
1337,1909,13,0.0896551724137931,2.9191525938927345,0.1805781992251034,6141,1
887,1912,9,0.04128440366972477,1.8485568876273728,0.08380353060663998,9222,1
181,1605,33,0.11827956989247312,6.911088827156751,0.3021500113381045,23312,1
269,572,35,0.175,7.553197563312856,0.37762474189847084,13050,1
446,1443,65,0.28888888888888886,13.513589943017749,0.5601824887120715,20736,1
578,1773,56,0.175,11.600446477416169,0.49425059741387295,34903,1
226,1151,17,0.1440677966101695,3.6195515262241393,0.1671002084443639,2394,1
813,1188,11,0.3333333333333333,2.9162266917050594,0.30203371277214025,448,1
463,2001,28,0.16374269005847952,5.923675150499625,0.2816226741334219,8844,1
181,592,66,0.2682926829268293,13.7480096051008,0.5734470574084756,23312,1
530,1062,25,0.10121457489878542,5.3388116080043515,0.25865981933937876,6396,1
160,1112,21,0.12962962962962962,4.93449271886511,0.3663675694512808,4832,1
1263,1500,14,0.07777777777777778,3.6635686190442716,0.4236883783353644,8040,1
444,1343,14,0.0958904109589041,3.157769035054866,0.21736791196720717,6364,1
995,1802,22,0.11458333333333333,4.78977627550098,0.24650536054847688,10608,1
346,649,66,0.19939577039274925,14.388708871419924,0.7574234239549623,37920,1
1539,1605,28,0.10687022900763359,5.898103520981975,0.2995749968798676,20584,1
83,557,41,0.21578947368421053,8.779380490502433,0.42276330940160683,12834,1
363,760,5,0.018518518518518517,1.1660941952842898,0.07949665542827279,4626,1
50,828,16,0.060836501901140684,4.13609063873056,0.4169930020452719,10718,1
509,1582,50,0.22935779816513763,10.575912023925767,0.48953165183155,17556,1
517,1611,14,0.06278026905829596,3.078647168665011,0.1696851176827967,12920,1
359,371,26,0.2222222222222222,5.6092701828201585,0.27084008840262874,4512,1
635,1379,15,0.08333333333333333,3.271674399572445,0.19886072761980012,3026,1
1630,1738,56,0.14035087719298245,11.963909469053949,0.5987975963367309,47724,1
97,570,27,0.2231404958677686,6.153946978882415,0.37860293872815937,3955,1
839,1377,58,0.1589041095890411,12.338775790996223,0.5873373128369634,44522,1
119,439,21,0.06907894736842106,4.642244097613679,0.26528079947110406,6666,1
24,1567,11,0.03873239436619718,2.407125514252385,0.15370915979072816,9546,1
495,546,84,0.2876712328767123,16.75116593021075,0.5787489731433901,27423,1
942,1931,20,0.11173184357541899,4.374967689160549,0.22053053127955372,6478,1
798,1848,32,0.09495548961424333,6.959979347177275,0.38472835523810306,33390,1
545,972,27,0.125,6.449356386442002,0.46888745784109986,14162,1
497,1791,40,0.1444043321299639,8.20374285089508,0.3409628301869324,25110,1
1252,1439,8,0.1095890410958904,1.8638613722122068,0.14077558477969598,1550,1
1159,1614,88,0.3308270676691729,17.58144720975699,0.6150362859680211,30173,1
33,1599,33,0.12941176470588237,6.852070389218632,0.29405493334336363,20615,1
437,585,16,0.06808510638297872,3.3219638447367323,0.14583585392679627,10920,1
1495,2050,12,0.053811659192825115,2.712462958336678,0.2269147245851801,13734,1
1022,1523,24,0.16666666666666666,5.215558761412667,0.2852149703375175,7031,1
1493,1618,28,0.16279069767441862,6.020946629220229,0.313225798245942,8844,1
738,852,12,0.04743083003952569,2.4324010985499047,0.09338330035737244,17526,1
742,1070,52,0.15522388059701492,10.668954641464277,0.45132550798112386,36686,1
1145,1876,8,0.08602150537634409,1.8882195424174426,0.13294318268200528,2278,1
570,1554,6,0.05128205128205128,1.9585150192357428,0.33805823340707064,1130,1
96,1384,31,0.36046511627906974,7.026907910288755,0.41817917532456744,3116,1
358,1631,2,0.025974025974025976,0.7849833730515675,0.16785714285714284,228,1
1744,2011,9,0.10227272727272728,2.5112738269306725,0.3506177282210344,2242,1
212,1557,66,0.2796610169491525,13.672892000420479,0.5595178954007891,17760,1
693,1541,11,0.11827956989247312,2.5104021392486215,0.1594927302579886,1615,1
760,1433,48,0.13994169096209913,10.24382593659712,0.4873567955030574,34438,1
874,1550,24,0.12244897959183673,5.3701209154780445,0.3216304215086168,9396,1
528,1403,24,0.08571428571428572,5.067264618160779,0.23173564043610123,21423,1
67,434,15,0.2830188679245283,3.248695795232739,0.17282352835488418,832,1
966,1888,30,0.30612244897959184,6.687661022264479,0.372148083777481,4071,1
267,558,44,0.12903225806451613,9.164891460402082,0.40013295938016635,36676,1
841,2008,7,0.034482758620689655,1.3969744922037108,0.04931172669307579,6800,1
274,739,83,0.39712918660287083,16.536996155839024,0.5695747978290222,17472,1
1223,1388,38,0.10555555555555556,8.1551736440998,0.4510972772286921,39601,1
1703,1747,7,0.07777777777777778,1.9912740749902504,0.2861267690396583,2220,1
1049,1414,7,0.12727272727272726,1.5512553123908321,0.08012546505550214,637,1
371,1615,27,0.19852941176470587,5.8172054917402605,0.28056296404196834,6432,1
1539,1847,16,0.08839779005524862,3.5101790346699215,0.20397641207204856,5146,1
224,1701,27,0.15976331360946747,5.857085916884353,0.2997701749389612,9504,1
894,1489,11,0.04700854700854701,2.800254086986125,0.23948969083889743,10716,1
39,56,22,0.1134020618556701,5.133023810496782,0.3581699168184448,11180,1
1122,1874,6,0.3157894736842105,1.5748995032021864,0.17547228137546855,136,1
977,1377,17,0.07391304347826087,3.588711392723911,0.17421319951297018,9850,1
1680,1972,8,0.12698412698412698,2.240038328327676,0.26909286444326463,918,1
0,626,64,0.5289256198347108,13.297604563511307,0.5494332792736397,8514,1
1408,1457,8,0.12121212121212122,1.8315119399020647,0.1174095197927989,840,1
1027,1659,29,0.2283464566929134,6.601805515938259,0.40665177207557024,5888,1
383,835,35,0.1912568306010929,7.5235013207734465,0.3613503153350401,10200,1
251,1786,56,0.24778761061946902,11.969231967833776,0.5898076445894648,18200,1
912,1169,36,0.10975609756097561,7.5961437669929825,0.3600198947165958,20128,1
220,2007,53,0.13520408163265307,10.861663355321989,0.48662613824761436,45346,1
1400,1906,5,0.06578947368421052,1.389879841499926,0.14202161631048882,450,1
528,1425,29,0.10583941605839416,6.4277856533195665,0.3675708541747948,21230,1
760,1654,30,0.08108108108108109,6.025898891657196,0.2259180446803476,36751,1
302,976,55,0.18456375838926176,11.74726246697155,0.562936180220959,31020,1
737,1633,4,0.10256410256410256,1.5309459073559908,0.3303418803418804,442,1
667,742,64,0.26778242677824265,13.358410003034312,0.5615775311408598,18122,1
831,1248,7,0.04,1.6645157046649073,0.15742199845267815,4056,1
766,1062,39,0.10985915492957747,8.318561468880313,0.40318950429566186,36408,1
216,327,9,0.09183673469387756,2.1760587616506966,0.17166097933972874,970,1
731,1176,2,0.06451612903225806,0.6159176535268651,0.0861344537815126,90,1
272,616,89,0.2947019867549669,17.908961094298355,0.6466381665979692,38208,1
267,831,50,0.15723270440251572,10.490894718189978,0.47368616151767484,33072,1
208,250,42,0.14046822742474915,8.759892233299208,0.3929135729903709,28140,1
809,1848,125,0.22686025408348456,25.357937010258286,0.957985972331273,97860,1
995,1116,23,0.09055118110236221,4.575649212905735,0.16297001889791568,19176,1
742,786,6,0.025423728813559324,1.354781609270551,0.08797032648462522,4641,1
421,577,11,0.21568627450980393,2.674390058867933,0.1997967269169486,792,1
885,1450,5,0.17857142857142858,1.1345657441881523,0.07221913145249693,216,1
847,2024,35,0.16826923076923078,7.431052110604026,0.34094323173329694,7452,1
857,1498,27,0.0989010989010989,5.534367284141867,0.22660595030356867,18011,1
383,669,35,0.2023121387283237,7.521288222291162,0.35997471895758665,8700,1
847,1409,10,0.03937007874015748,2.192525013981831,0.1302077233059144,11799,1
390,437,100,0.4132231404958678,20.280480030498822,0.7696886936915935,28665,1
564,1684,14,0.07368421052631578,2.8337983838817977,0.11315850585700017,9563,1
75,1843,95,0.3612167300380228,18.871592559168704,0.6481798389579463,31512,1
1009,1351,21,0.10144927536231885,4.734731321692678,0.2681224313173354,12800,1
1051,1773,31,0.12863070539419086,6.721791245171843,0.3530333121667018,13167,1
1275,1983,26,0.10441767068273092,5.416959760636214,0.23580910100933583,17100,1
387,1390,48,0.1415929203539823,10.145843930656788,0.4683873542465722,36572,1
298,1347,83,0.6587301587301587,16.519601011000237,0.5670741613998144,10878,1
75,1861,89,0.40454545454545454,17.708653478879214,0.6087668344435789,23868,1
15,1553,37,0.148,7.651294580364893,0.32061723285517646,19186,1
628,1268,11,0.05913978494623656,2.82450080358967,0.3312612437507818,7980,1
1501,1983,40,0.39215686274509803,8.470812462689857,0.38695262969619537,4465,1
729,1156,84,0.13166144200626959,17.281989451775114,0.6948566549436426,103752,1
609,1185,13,0.09420289855072464,3.0110916699068757,0.20114404474818443,5394,1
839,1403,22,0.06984126984126984,5.056422030078397,0.4212458625429532,25086,1
1268,1540,30,0.1477832512315271,6.286436304260289,0.27656196783514353,13020,1
942,1018,21,0.07446808510638298,4.273112148087674,0.19336151517305264,22910,1
760,1996,27,0.1,6.010634556774955,0.3714751791446544,10280,1
342,1655,10,0.09523809523809523,2.592820554321829,0.27202571744648074,1414,1
1577,1915,20,0.06779661016949153,3.837331047141714,0.11600773498020411,24500,1
1053,1412,83,0.7345132743362832,16.513803896857976,0.5658705853748097,9600,1
58,1759,6,0.04918032786885246,1.4621360746520278,0.14971224045323708,3312,1
21,200,35,0.09695290858725762,7.3188507822400215,0.3364941629625712,29403,1
1553,1691,16,0.06722689075630252,3.22361171962736,0.11892415656896826,13213,1
532,1678,25,0.11160714285714286,5.415637686634134,0.30697232730225243,12420,1
56,878,30,0.13452914798206278,6.426795743277333,0.34168993405354753,15990,1
1089,1385,13,0.38235294117647056,3.2617431498967986,0.281448975288901,462,1
426,1899,40,0.26666666666666666,8.336742369063513,0.36563394981610503,8296,1
336,2011,25,0.22522522522522523,5.423527874787958,0.2941396128839849,4543,1
135,1912,10,0.0546448087431694,2.1282250068731963,0.09669619571604536,3306,1
537,1441,13,0.09285714285714286,3.099769119191516,0.2324463030766829,2192,1
281,1213,29,0.0688836104513064,5.796152723424605,0.21834424439986197,38525,1
535,1161,38,0.34234234234234234,7.927522186033036,0.3495136688804613,5508,1
298,1412,84,0.6829268292682927,16.756445246852792,0.5817869495001291,10656,1
359,1447,27,0.20454545454545456,6.023371018364553,0.33990105920678776,5264,1
1098,1696,39,0.12580645161290321,8.317322767963047,0.4037177473963716,19320,1
136,927,40,0.19801980198019803,8.464227352627645,0.3887596196622239,12432,1
27,1868,16,0.12121212121212122,3.7073734234268594,0.25862896493000237,4692,1
616,995,44,0.15120274914089346,9.384547491047243,0.46540787343712803,27064,1
100,485,9,0.08490566037735849,1.9337391175221192,0.09368483190598574,1050,1
642,1655,42,0.1935483870967742,8.940831055630001,0.43303520822479247,15958,1
868,1579,23,0.3194444444444444,5.117405692200814,0.29477606648511195,2226,1
1523,1778,22,0.13580246913580246,4.699632770620175,0.25146662386788304,8455,1
590,1806,63,0.36416184971098264,13.134631978868924,0.5492508513643952,11220,1
222,1483,38,0.11143695014662756,8.643259884951984,0.5050067282483985,13260,1
912,1536,21,0.05898876404494382,4.520019814106709,0.22605830774127747,23976,1
769,1076,20,0.2898550724637681,4.38841505324429,0.2395030825844098,1708,1
58,2003,21,0.08267716535433071,4.53841980666415,0.2830851341282499,16836,1
412,431,17,0.10429447852760736,3.627048143498615,0.16772826141835614,8075,1
1726,1805,7,0.06481481481481481,1.596393155658768,0.09807372413562894,3150,1
21,39,27,0.07584269662921349,5.973239059216528,0.35924143477246573,25542,1
306,1443,62,0.36470588235294116,12.906561830980404,0.537005652844687,11340,1
220,1728,84,0.417910447761194,16.731019895299788,0.5765684273021298,20066,1
1103,1998,41,0.3106060606060606,9.201263260774567,0.5259328754540106,7440,1
766,1995,44,0.1888412017167382,9.551350351818673,0.48433503540556294,19092,1
657,1166,10,0.4166666666666667,2.1201765723186106,0.10604664319434515,253,1
356,809,28,0.05702647657841141,5.940370327914507,0.2826141961283265,24698,1
927,1040,43,0.16475095785440613,9.03828014077468,0.40715258069145427,22848,1
756,2006,38,0.5757575757575758,8.581463301893677,0.49507041184149386,2700,1
171,1768,10,0.062111801242236024,2.139481239582151,0.0971350324758148,6968,1
562,1854,53,0.16666666666666666,11.317527055556308,0.5675905826290844,33858,1
778,941,20,0.13333333333333333,4.468769161269951,0.24198769002443893,4824,1
223,1907,8,0.04020100502512563,1.7615257184208553,0.09369536982753286,3056,1
1092,1837,63,0.34806629834254144,13.09237801796547,0.5436471413489206,14560,1
242,1742,36,0.11688311688311688,7.628118434318055,0.37779630187367186,27280,1
443,1751,16,0.07048458149779736,3.6134164345213797,0.22861921585376155,14630,1
171,1773,30,0.10600706713780919,6.212402810678267,0.2801405688818188,21736,1
1130,1181,52,0.15522388059701492,10.961783007090993,0.5418321271097027,36740,1
947,1223,59,0.21071428571428572,12.434283188274222,0.56094941179626,27860,1
970,1378,12,0.13636363636363635,3.0022790127976413,0.2837655273551753,2499,1
64,514,25,0.08278145695364239,5.045262628623113,0.22937963493046765,24080,1
1907,1913,40,0.1951219512195122,8.604605332677272,0.4155327572588202,10314,1
996,1278,34,0.3953488372093023,7.217084128109015,0.33513799610788647,2975,1
72,512,34,0.09042553191489362,6.649901505573674,0.21705731695713593,41449,1
931,1396,41,0.19158878504672897,9.265263838195816,0.5365208633597423,13706,1
1658,2000,18,0.10526315789473684,4.1612008951855675,0.2825631917570853,7808,1
1309,1562,29,0.27102803738317754,6.286301068205216,0.3235196082729559,3180,1
197,729,94,0.16262975778546712,19.897834387722227,0.9725757510924883,77552,1
2007,2009,24,0.07453416149068323,5.196174933465129,0.28498839110181623,16933,1
188,1567,9,0.03345724907063197,1.9850031394762717,0.10807710600718236,5160,1
219,1660,84,0.45161290322580644,16.782913206146592,0.5872183694628242,16856,1
1677,1708,8,0.06015037593984962,1.8326194621955423,0.1139891383734085,3780,1
528,1615,34,0.1504424778761062,7.363352204712013,0.3616210372131279,12931,1
355,996,18,0.11688311688311688,4.024024202421471,0.2647849068116541,7395,1
316,596,16,0.07729468599033816,3.341419931599951,0.1541563240162054,12402,1
947,1500,35,0.21212121212121213,7.4043010324880525,0.34010815761146534,8400,1
760,1822,37,0.11490683229813664,8.086006568512254,0.44295975417426586,26214,1
119,578,88,0.23036649214659685,18.891580705728273,0.9376228053737513,50601,1
586,2047,20,0.16260162601626016,4.163373166433783,0.2018740906577108,4410,1
1784,1994,12,0.06,2.5471308500328536,0.11651139212434455,4180,1
913,2002,31,0.125,6.628727193168428,0.3675190889299194,14490,1
142,1159,29,0.17159763313609466,6.34682092397778,0.33340603295414,7865,1
770,1203,28,0.125,6.069527035135687,0.3145741579218763,6467,1
1178,1601,11,0.08029197080291971,2.85077684476025,0.27796954905974264,2340,1
765,935,83,0.41919191919191917,16.543511609196674,0.5715272982648192,19038,1
814,1791,22,0.08333333333333333,4.544215134453736,0.19583469704204848,20305,1
1139,1904,8,0.07142857142857142,1.7317090956910444,0.08647723008877939,2639,1
236,1505,38,0.37623762376237624,8.110984841837816,0.3842437654767349,4590,1
728,1274,10,0.09803921568627451,2.171863305975251,0.10841842942888913,2992,1
1156,1614,40,0.10840108401084012,8.363106871119681,0.3764981040412999,41778,1
695,729,56,0.1003584229390681,11.914108971805817,0.5582616110809432,47160,1
817,1144,8,0.06779661016949153,1.9095206017627904,0.1465298108868236,3713,1
947,1307,15,0.06976744186046512,3.762819795425321,0.37183534415256225,12600,1
661,1995,49,0.16279069767441862,10.48182080070957,0.5171743189085125,28509,1
56,1991,38,0.1417910447761194,7.952731951271375,0.3799838832995162,22880,1
1433,1692,39,0.17333333333333334,8.30953357078824,0.39583862088761707,17420,1
567,1146,24,0.15894039735099338,5.286026340925519,0.289243362141654,7194,1
1854,1974,29,0.1288888888888889,6.452806497789815,0.39467454825914294,14904,1
1776,1860,28,0.0707070707070707,6.352245518837229,0.45929089603012235,29068,1
1445,1769,17,0.21518987341772153,4.106692872810678,0.3167819461950195,1404,1
380,1515,25,0.12254901960784313,5.42816342722699,0.28141240841392307,13108,1
895,1320,8,0.08163265306122448,1.8886592367490618,0.14369255412600604,2233,1
1142,1418,10,0.072992700729927,2.132602967131075,0.11210156822569971,3240,1
269,1550,29,0.10431654676258993,6.144487261616603,0.3097449531272053,23490,1
1438,1483,61,0.15288220551378445,13.206930329293577,0.692749070614429,40800,1
251,1651,49,0.1856060606060606,10.30511646835466,0.45780123087480884,23842,1
822,1159,17,0.09826589595375723,3.7324151343525425,0.20308903524115712,6721,1
115,944,12,0.10434782608695652,2.4138493375452343,0.08841138253197825,4030,1
217,1614,87,0.35655737704918034,17.26663291740893,0.5886689577482527,25320,1
1828,1868,42,0.21105527638190955,8.756146647914639,0.3848527734946643,14178,1
649,1900,29,0.11646586345381527,6.594235306673426,0.38906734631330037,9717,1
1005,1742,17,0.11805555555555555,4.197805535934359,0.35006647141502867,4588,1
76,885,6,0.07228915662650602,1.58795875523391,0.182871000313321,1560,1
6,1223,26,0.10569105691056911,5.808212765886411,0.3407955586154151,14527,1
1294,1926,11,0.08527131782945736,2.431971279248679,0.13914809340367867,4819,1
1333,1692,40,0.2857142857142857,8.360751423612664,0.3682242278828581,6500,1
