,Degree Centrality,Closeness Centrality,PageRank Centrality,Eigen Vector Centrality,HITS Centrality,Betweenness Centrality
24,0.01483852196683154,0.47507371913011426,0.0001960986418616547,0.012164799759330913,0.00022269525032330152,6.0478661278158404e-05
25,0.12588497720880615,0.5272820250575301,0.0018087722522942497,0.052831549002424934,0.0009671286560704278,0.007108093279572554
26,0.006012995829696441,0.459205486772958,8.532389706694132e-05,0.007094120651116277,0.0001298720876771714,3.812651207331818e-06
27,0.2304335176025604,0.5605632271392845,0.0033994582148278232,0.08552928904085044,0.0015656696134386343,0.02036237190665278
28,0.05324410823392493,0.4940111153698735,0.0007250928674658053,0.02752222812045406,0.0005038214743969511,0.0006738828004917968
29,0.029386092522548736,0.4585519879035845,0.0003897689125049573,0.01612327973548615,0.00029515173740213014,0.00019143660991367427
30,0.09407428959363787,0.5073062730627306,0.001379221034606891,0.0409956550380968,0.0007504591379836775,0.003457065547617317
31,0.13471050334594123,0.5293936437849771,0.0019878598797931782,0.06088241195328502,0.001114503921890378,0.007615580905479865
32,0.10338473474929687,0.5198386690194101,0.0013656154861027808,0.057380740274546226,0.0010504128881013081,0.003252024583989994
33,0.2428474444767724,0.5648934421738893,0.0037359774587066787,0.091027284827744,0.0016663116768965533,0.025092651138398512
34,0.022888177674328387,0.47811369748678473,0.0002896557346864349,0.019418088764426144,0.0003554765825455274,0.00010035849032777342
35,0.06362137523033654,0.49420053680981596,0.0008966533268804052,0.029384445860059602,0.0005379097816448343,0.0014112288007634467
36,0.18824556299098053,0.5473510988427647,0.0025958787183794274,0.07888045741034097,0.0014439614810798295,0.009901232431375947
37,0.1312190864125691,0.5220230862697448,0.0019911735483261095,0.055794737037055966,0.0010213698097708325,0.007137481127750378
38,0.20609058287266027,0.5527204502814259,0.002936143541976496,0.07904744706075771,0.001447019603907341,0.015639275013014067
39,0.07584133449713898,0.5031719695490924,0.001016220363837706,0.04053682392111065,0.000742067194462306,0.0016183910049417818
40,0.21394627097274757,0.5536999248201052,0.0034469706504421612,0.07885237958130155,0.0014434419878815584,0.021741245848317086
41,0.008049655707496849,0.4408859622867405,0.00011705494311490646,0.00680167990485636,0.0001245159106526095,4.183251278499894e-05
42,0.13422558432741732,0.5222081539630287,0.0018314194324801267,0.06199299282687708,0.0011348300271271457,0.004960878513477046
43,0.03336242847444477,0.49102338206581264,0.00043876644529352763,0.02261292017609698,0.00041396319963676626,0.00031896760285575373
44,0.021724372029871014,0.48108057668081927,0.0002771853826596565,0.017160861044031712,0.0003141544238926063,8.764102582859553e-05
45,0.016584230433517602,0.4860927776730153,0.00022076456953322164,0.016443860289834203,0.0003010357002462039,8.11557007300994e-05
46,0.3344971389777907,0.5995464588905687,0.005148293148315962,0.10919617024985488,0.0019988982501031646,0.05058752660238651
47,0.028125303074386578,0.49536392024981984,0.0003799370348351293,0.021770302971585748,0.00039854131750939,0.000491509328685307
48,0.057802347008049655,0.4978994640011589,0.0008120107844712198,0.03173915242759543,0.0005810179939722759,0.00174934853854526
49,0.0207545339928232,0.4772727272727273,0.00027953710077543965,0.017243668857423126,0.00031567132431307694,0.0002802968241254875
50,0.1847541460576084,0.5444608723202028,0.0029006227484065293,0.0700674373982073,0.0012826316377470494,0.013757179205659826
51,0.036853845407816894,0.49557819859655866,0.00048208390275724706,0.025659971349306702,0.00046973969634672794,0.00043528733805782817
52,0.061487731548831345,0.5033193400370986,0.0008030643656307999,0.0368069405707141,0.0006737933873253444,0.0010848698412365626
53,0.38715934438948696,0.6183879093198993,0.005800187094251171,0.12603771454256693,0.0023071804208375382,0.05872875126464095
54,0.04626127436718068,0.4994429643981594,0.0006092058847846269,0.031301304170661876,0.0005730140320786718,0.0007164542412018734
55,0.0326835418485113,0.4939637826961771,0.00041614648770002554,0.02578820348000283,0.0004720941565161773,0.0003698765602909803
56,0.25448550092134614,0.5704564315352697,0.003681913861335023,0.09556257724903126,0.00174933366093043,0.023978489158107744
57,0.2624381728251382,0.5686631369953673,0.003911905752884548,0.08984092604103074,0.0016445825983246167,0.02400200428177996
58,0.03035593055959655,0.48338099479630586,0.0003826325157800323,0.02268717539030056,0.0004153176068814743,0.00015417100412147878
59,0.12840655610513044,0.5247328244274809,0.0016362425974741275,0.06555173511539227,0.001199978641110787,0.0031339295305496577
60,0.04024827853748424,0.4926656792011085,0.0005166441631194517,0.029047987350083685,0.0005317627870724327,0.000374695070795205
61,0.10086315585297256,0.5070817350250811,0.0014722220665938607,0.03890432156554506,0.0007121717017696967,0.0038594111407072133
62,0.15022791193870624,0.5366958151155528,0.0019530282759390798,0.07545535421217546,0.001381275570184085,0.005295105560271863
63,0.003200465522257783,0.4501833740831296,5.2798421710020736e-05,0.004460240889459158,8.165497777377429e-05,1.374806396888808e-06
64,0.017651052274270197,0.4820927622966149,0.00024361461559108493,0.013398269358550971,0.0002452771672117356,0.00018631664641781344
65,0.014450586752012414,0.46410406445514696,0.0001879095521628703,0.012343136754153241,0.00022595981265316188,3.145367809244191e-05
66,0.0446125497041994,0.49794755396725743,0.0005992147458811747,0.030263813198408228,0.0005540174382830326,0.0008664075209718514
67,0.09339540296770439,0.5029756097560976,0.001518656641180198,0.03699915696437308,0.0006772988871475665,0.005080924452049657
68,0.007176801474153817,0.422685906370419,0.00010773047707451089,0.004439786133717022,8.127630489470807e-05,1.2273914718630573e-05
69,0.02676752982251964,0.47733901208277396,0.0003552094211845018,0.01833121232387609,0.0003355778448450997,0.00019969970636888866
70,0.15313742604984967,0.5330334987593052,0.0020234678472252202,0.073080002321727,0.0013377864866429426,0.005528903322883336
71,0.00523712540005819,0.4491440519231607,7.680856999442484e-05,0.005783088491114918,0.00010587041707772052,4.293971182207402e-06
72,0.09019493744544661,0.518036575562701,0.0012409774608393897,0.05183834896811553,0.0009489560219571756,0.0036188661498191108
73,0.011347105033459412,0.45698710277888577,0.00015051453751819234,0.01001134495760662,0.0001832727138232656,2.376094353342789e-05
74,0.0035884007370769085,0.45607749469214437,6.61210597101882e-05,0.004751298036197867,8.69842060044028e-05,5.1492075187202954e-05
75,0.07196198234894773,0.5074560755942714,0.0010284102983206184,0.035813723617019066,0.0006556112829949385,0.0026326822937148492
76,0.0492677722820289,0.49924950370406235,0.0006846391079610211,0.029716737965079478,0.0005439987792223741,0.0012263065424167141
77,0.0669188245562991,0.5010691029254544,0.0008945775572021373,0.03617186068039891,0.000662159177366555,0.0011730874280608396
78,0.09902046358258171,0.5085322548826199,0.0017127046541393646,0.03302596906870085,0.0006045674517116745,0.006199808402846806
79,0.0032974493259625643,0.44541880858784394,5.4770269690250965e-05,0.0036075444042753344,6.604363210123963e-05,2.9045477847387063e-06
80,0.06255455338958395,0.5078809969461137,0.0008531198693633499,0.034718391513981726,0.000635563012803307,0.0014149283170751962
81,0.006109979633401222,0.4585112059765208,9.317366477178816e-05,0.0057700446891483775,0.00010563187809933847,1.4009960592068876e-05
82,0.03181068761516827,0.49001996007984033,0.0004068984694888923,0.022446772494897602,0.00041091949431566657,0.00022400356759510093
83,0.0010668218407525944,0.37702939885914877,2.7088547698624527e-05,0.0011704815704769056,2.1427483634239373e-05,1.154353175384168e-07
84,0.05576568713024925,0.5040328493914064,0.0007410947012099607,0.035808371217976934,0.0006555202650353345,0.0009847520323399165
85,0.002521578896324314,0.43589093214965124,4.48700165488538e-05,0.0031646935513750603,5.793618690485999e-05,6.235808051449186e-07
86,0.0342352827077878,0.49205440229062275,0.0005707468070069331,0.019917179403134113,0.00036461522514872566,0.0015887017676124706
87,0.051595383570943655,0.49946715752761095,0.0006729182611470309,0.030518793456835207,0.000558686721154804,0.0008157567936230713
88,0.019784695955775387,0.4824762528660334,0.00026160458960672263,0.015881544450149696,0.00029073557729887014,0.0001032281480819724
89,0.009213461351954224,0.3947247530816936,0.00013955333011789705,0.004240775310974386,7.763006995575376e-05,1.5264047346982073e-05
90,0.036756861604112116,0.4934437212863706,0.00047190056571538825,0.02553380871323872,0.0004674312128333939,0.0003174707091958486
91,0.0918436621084279,0.5144439455171381,0.0012068648767476402,0.04873400158012565,0.0008921261565261141,0.0023932533212771808
92,0.16409659586848996,0.5366120218579234,0.0025262323463308375,0.06144115945628387,0.0011247200450768872,0.00964775526536394
93,0.010280283192706819,0.448753100927014,0.00013733251551345256,0.008206302094099983,0.00015022849509905596,1.2146450974565727e-05
94,0.24585394239162062,0.5671305208734393,0.003605285987369896,0.08720594285566646,0.001596361824618082,0.023913561800244145
95,0.033653379885559116,0.4940111153698735,0.00044385632220245456,0.02517172026254968,0.0004608056797312118,0.0004111603193678194
96,0.04005431093007468,0.4970114720910055,0.0005180488957939774,0.026030868688530474,0.0004765297373006862,0.00039447415658955525
97,0.007273785277858598,0.4416602415831406,0.00010316380424374592,0.00655360481188859,0.0001199741109867211,1.2193012105997757e-05
98,0.1970710891281156,0.550624799743672,0.002746464222226663,0.07595278334204354,0.0013903664210167665,0.012287911237761835
99,0.021918339637280574,0.490929867161834,0.000275790452508927,0.01971833126104979,0.0003609746419480693,6.995573914888993e-05
100,0.009601396566773349,0.47551189817376865,0.0001362167540569051,0.00957513856732289,0.00017529001195376487,7.978630926682226e-05
101,0.005916012025991659,0.46012762729260565,8.993894813268274e-05,0.006214524671816749,0.00011376973432872431,1.3187687905693772e-05
102,0.24478712055086801,0.5653890442506991,0.0037394827607597704,0.07987943448091075,0.001462242896774501,0.026411091211788293
103,0.06992532247114733,0.5058379120879121,0.0009662513921291253,0.041042525202859156,0.0007513324450997514,0.002060278418838442
104,0.03171370381146349,0.49025294788893115,0.0004020888590963614,0.022681515788035282,0.0004152172920672227,0.00020214119086547482
105,0.1586655028610222,0.532510458090172,0.0022178406171582347,0.06193302727955069,0.0011337272206514576,0.008389348794325444
106,0.009407428959363787,0.4542690985989955,0.00013066015166167188,0.0077047539646755165,0.00014104755602190722,1.9914798696989134e-05
107,0.0357870235670643,0.4908831230659367,0.0004849166949193764,0.021249621713582082,0.0003890023239512184,0.0004945873110556133
108,0.11007661720492679,0.5236402417348027,0.001457222894206543,0.05745810214576792,0.0010518249194372167,0.0034789813862316386
109,0.058093298419164004,0.5026323486399532,0.0007838004529491625,0.03405970078481022,0.0006235043253525181,0.0013396357524992817
110,0.02094850160023276,0.47920249105358553,0.00028611398111099285,0.014200565481122982,0.00025996243989034553,0.0001771072466559102
111,0.12413926874212007,0.5276867963152507,0.001690118120259962,0.05913990301790948,0.0010826110191882808,0.00518714487770822
112,0.2513820192027931,0.568412348401323,0.004134471561386237,0.08029961536343685,0.0014699349329757945,0.035423153152355426
113,0.00969838037047813,0.46416674169442695,0.00013712303595421425,0.008564279532276219,0.0001567826528572591,2.973931067396874e-05
114,0.01260789448162157,0.47361168526939507,0.00017429894767177423,0.010327623845001032,0.0001890662739293562,8.480276224476091e-05
115,0.025506740374357482,0.4790466456049062,0.00034558715534275646,0.01639977382326294,0.00030022022975519574,0.0002461949598917668
116,0.21287944913199497,0.5534621578099839,0.0034286206113779234,0.06930255557485784,0.0012686198404325384,0.020724417432829455
117,0.012122975463097664,0.4697922361946419,0.0001733858091730786,0.009848348964953197,0.00018029020261149412,7.663603327310762e-05
118,0.11560469401609931,0.5227111426543648,0.0017234899524144463,0.05111673695913211,0.0009357398914366912,0.007885585949481858
119,0.021336436815051887,0.48090107737512244,0.00033296664804606014,0.012614591920134243,0.00023092930440151528,0.00045230057191018787
120,0.0008728542333430317,0.4118469404058156,2.5820410390408404e-05,0.001679897777601335,3.07546742328454e-05,7.42053458596507e-08
121,0.1374260498496751,0.5296655879180151,0.0019111840226709645,0.06378357464302148,0.0011676154761983,0.00689728804779802
122,0.056832508971001845,0.4978513833228719,0.0011700947189709587,0.023971444996047808,0.0004388287913986445,0.005302079845331433
123,0.022597226263214046,0.4849724848313814,0.0002963368039519098,0.018780656793513508,0.0003438116573037279,0.00021318832605686714
124,0.1509067985646397,0.5357476878312376,0.00199680287472596,0.07226209941539341,0.0013228186945261754,0.006014772420175241
125,0.11958102996799536,0.5206786850477201,0.0017740598987577058,0.047949836940562734,0.0008777630934953081,0.006996829937820244
126,0.06439724565997479,0.4970354302241504,0.0012540670831087326,0.025190429786845492,0.00046113572757605414,0.005594138044593661
127,0.006885850063039473,0.46955690149824675,9.772512896270491e-05,0.009001620219901248,0.00016479411451757281,1.1601270840653584e-05
128,0.03510813694113083,0.4845394736842105,0.0004534186020245626,0.02359405991213926,0.00043191855453878305,0.00022997281617484177
129,0.21404325477645234,0.5546828769702512,0.0033359887329298277,0.07943966382744472,0.0014541926075336872,0.02043363919665994
130,0.14285714285714285,0.5307561641015082,0.0022214933406705926,0.05846392404505891,0.0010702208223994888,0.00923785533113599
131,0.018717874115022792,0.4907195888063963,0.0002512503718535181,0.016839496206564088,0.0003082759207533275,0.00017086336662493795
132,0.08369702259722626,0.5100415512465374,0.001178499744870745,0.04280345515298035,0.0007835603131947126,0.0026731962997922657
133,0.06032392590437397,0.5027303754266211,0.0008252124480041481,0.03552734465213291,0.0006503724137446755,0.001552169258512606
134,0.08330908738240714,0.5112554541848473,0.0011182267962999406,0.04528527906844169,0.0008289914902721785,0.0020134000343143364
135,0.09611094947143828,0.5170494433858189,0.0013472267771230083,0.04763784632526106,0.0008720540794028118,0.0030915910999367016
136,0.07719910774900592,0.5130105975421663,0.0010435982381918286,0.0426241304376693,0.0007802827930449466,0.002345963889464106
137,0.013480748714964602,0.4764126969458947,0.00019194741357523098,0.0104401150241539,0.00019112356299881079,0.00010469978815340724
138,0.015032489574241102,0.4857950530035336,0.00020242269802691652,0.014856825959904752,0.00027198394994874353,7.695576903831065e-05
139,0.11608961303462323,0.5186880627798179,0.0015274941305676011,0.058595745872159447,0.0010726425480040696,0.003107415852462094
140,0.016681214237222384,0.47391644068575633,0.00021258573358062333,0.015335646318354153,0.00028074313838178814,3.3026741603995714e-05
141,0.0430608088449229,0.4944849414924228,0.0005589242375049338,0.027919166660222778,0.0005110939053201014,0.0004062554974334594
142,0.05702647657841141,0.504304020346278,0.0007091419621645744,0.039517333147815636,0.0007234151353219624,0.0006136026897450231
143,0.12307244690136748,0.5285523887635841,0.0016307343399097206,0.06151887048126662,0.0011261592327482452,0.004102913585808245
144,0.023179129085442732,0.4816873773708306,0.0003009788237844277,0.017786845735260837,0.00032561452908855607,0.00010469173545275564
145,0.03695082921152168,0.49956395348837207,0.0005200856708040879,0.02772768484692482,0.0005075991045593025,0.0010086025233589473
146,0.16264183881291824,0.5369473519762538,0.002403507292498905,0.07050408378657508,0.001290634155816945,0.010793289455089021
147,0.05392299485985841,0.5030737704918032,0.0007425314779570057,0.0320668614742328,0.0005870238758978972,0.00125479233674319
148,0.0054310930074677535,0.44908536585365855,8.188331075687706e-05,0.006099030028256969,0.00011165539294322692,1.1333470436368742e-05
149,0.01706914945204151,0.479157953436498,0.00022515835669408452,0.016088385090673164,0.0002945270301502694,0.00019239633664220836
150,0.05770536320434488,0.5051935325820676,0.0007641892785413972,0.036201597785234095,0.0006627178487152816,0.0011965907971342264
151,0.006012995829696441,0.46404140414041406,9.155992316669222e-05,0.006865813203309684,0.0001256936205344769,2.017819061639047e-05
152,0.0024245950926195326,0.42507317475367934,4.315335452299743e-05,0.0031911547102551666,5.842061189920854e-05,3.1337780299703987e-07
153,0.018135971292794106,0.46297876161824797,0.000238381689582326,0.01344175420194001,0.0002460700509604151,0.00010508659765230783
154,0.02143342061875667,0.48200261780104714,0.00028739595154512933,0.01643218967273263,0.00030081792527050067,0.0001613246873922293
155,0.030840849578120454,0.4855205537505297,0.00043263252377493934,0.020533806102018496,0.00037589869084300276,0.0005401787516310749
156,0.10231791290854428,0.5134448760083657,0.0013416084996143273,0.0501420467709699,0.0009178899744547569,0.0023720018856784077
157,0.17806226360197847,0.5441160949868074,0.0024008508246225876,0.08028308003074222,0.0014696430197673521,0.008860212936701539
158,0.009601396566773349,0.47667699135499975,0.00012969525018040537,0.011216118019207497,0.00020533494653334223,1.342213821291944e-05
159,0.08437590922315974,0.5111540749553837,0.0010551191708073246,0.04819990923918989,0.0008823454372910127,0.0013461297930395875
160,0.021239453011347106,0.47886866059817945,0.0002691260113869901,0.01881860478674049,0.0003445033383803037,0.00010216199507099513
161,0.15313742604984967,0.5378997339454328,0.0020531864157553197,0.0717595136763976,0.0013136168806956732,0.006741769655652553
162,0.0648821646784987,0.5078809969461137,0.0008704073378639156,0.038971600175464284,0.0007134250388448769,0.0014858049114133973
163,0.0043642711667151585,0.46322835706905074,6.764573054802909e-05,0.006407212319211908,0.00011729868956530499,4.157662875906112e-06
164,0.006012995829696441,0.4219594041578,8.6145476869905e-05,0.005077382719282006,9.294923973394122e-05,5.494026578068015e-06
165,0.00814663951120163,0.45261402045564286,0.00011546178802230854,0.007201341773230574,0.00013183281663785754,1.803382931699802e-05
166,0.1712733973426438,0.5419710906701708,0.002846915896754651,0.07090180075609102,0.0012979162505611839,0.017815372689581187
167,0.013577732518669382,0.46092981671881983,0.0001858120000916309,0.009778686830459604,0.00017901381567044254,4.2641003254933534e-05
168,0.009795364174182912,0.4567239546420978,0.00013926001294786342,0.007886891363203126,0.00014438268639935438,3.618187082888418e-05
169,0.10357870235670644,0.5201795984259914,0.0014077277669233166,0.04924140467249765,0.0009014103030132202,0.003676780728725767
170,0.007176801474153817,0.4588172473635029,0.00011175059982722801,0.006518511051878085,0.00011933435796798659,3.81852852212631e-05
171,0.03850257007079818,0.48031862859272373,0.0005894379808160615,0.015911572667630734,0.0002912777077213972,0.0010187160502673907
172,0.0008728542333430317,0.39855436589231186,2.5370582438458753e-05,0.0011253381487573361,2.0601910968207205e-05,1.4968534296707975e-07
173,0.038890505285617306,0.488094674556213,0.0005554529516202367,0.021703971514994806,0.0003973181423257508,0.0008583413948725455
174,0.03297449325962564,0.4891134196669987,0.00045604681232590553,0.018666254325895595,0.00034171000930706766,0.0004303425830220768
175,0.17709242556493066,0.5431129839346853,0.0024712148252901637,0.07276390762048465,0.0013319998637761497,0.010514465950737364
176,0.0005819028222286878,0.38793784566763234,2.2187150534038376e-05,0.0006757528665386151,1.2371114327423126e-05,3.991324881677675e-09
177,0.020366598778004074,0.4866893231379213,0.000292136233896053,0.014794208411383078,0.00027083329099908854,0.00033838406665614773
178,0.007952671903792067,0.47529270766110443,0.00011388709912339247,0.009410620186554051,0.00017228199920936844,2.291251958603817e-05
179,0.07972068664533023,0.5130871815286624,0.0010627747624368,0.046927894612548655,0.0008590735040840653,0.0024750589080724007
180,0.014547570555717195,0.4775158616218219,0.00022883395023775291,0.01137376063243599,0.0002082191018709424,0.0004430298837269338
181,0.048491901852390655,0.4863679245283019,0.0009666084693058068,0.017556765493271044,0.0003213983897224363,0.0037770943063574047
182,0.01115313742604985,0.4831092161364382,0.00015068168376099788,0.013454525523376289,0.00024631422282954846,3.380258847655194e-05
183,0.007079817670449035,0.467174119885823,9.805978357980575e-05,0.008630255306772945,0.00015799468840913157,5.579230899194736e-06
184,0.05945107167103094,0.5079310344827587,0.0007515383771291669,0.03999655267964792,0.0007321955045655637,0.0009437350989257204
185,0.20628455048006983,0.5523059617547806,0.00322312599322127,0.07613422280915226,0.0013936872089257623,0.019217963458353273
186,0.06517311608961304,0.511204759543877,0.000822678479715068,0.04434249756204574,0.000811752160776825,0.0010847378392528277
187,0.007176801474153817,0.47172659895690366,0.00010290525855997422,0.008177721032548185,0.00014971037705429954,2.0159292859477786e-05
188,0.009795364174182912,0.4787797176820208,0.00015237446407348983,0.00959328588125685,0.0001756253736484894,9.095416977206144e-05
189,0.012510910677916789,0.4790466456049062,0.00018385235300101172,0.011244760970787606,0.00020585594234991716,0.00015721520966940406
190,0.03442925031519736,0.4986217902219643,0.0005079709953429705,0.023579515266360557,0.00043165841071381026,0.0015272493309513675
191,0.02667054601881486,0.4903462050599201,0.0003421422245903056,0.022696054720457628,0.0004154876771572775,0.00032806237182525207
192,0.0062069634371060035,0.46658219828951536,9.189339610739246e-05,0.007701388823985813,0.00014099086973446223,8.455251050590784e-06
193,0.0058190282222868785,0.4659286037053773,8.553188046468832e-05,0.00758386654977726,0.00013883916477239544,8.330492145851693e-06
194,0.26961497429929204,0.5759369937999218,0.004109137786015637,0.09763938023640484,0.0017873456158425177,0.030548534734648504
195,0.010183299389002037,0.4857035187714918,0.00014801566225493566,0.01128054594080826,0.00020651516585465263,9.182374690660908e-05
196,0.11628358064203279,0.5244659206510681,0.0015320429087517864,0.06160591961195995,0.0011277634334146938,0.003941398571122983
197,0.030743865774415673,0.4935854475825754,0.00042514394422241267,0.021048324853337543,0.0003853215135165888,0.0005206009373547183
198,0.003200465522257783,0.40716316537671776,5.319052348926069e-05,0.0030311682280962384,5.54901065605927e-05,4.582467138750861e-07
199,0.008631558529725537,0.4721153846153846,0.00012221609533445997,0.008478454763030559,0.00015521422430078049,2.285390249588e-05
200,0.0032974493259625643,0.43122412278867467,5.55014611366261e-05,0.0033949280378341904,6.21515949342105e-05,2.7690667355773474e-06
201,0.009116477548249442,0.47189931350114417,0.00013179589650698286,0.009292471451905319,0.0001701168820185932,8.293086732875985e-05
202,0.009407428959363787,0.4585519879035845,0.00012920713186194684,0.010080258583228884,0.00018453823816572048,2.416894066704346e-05
203,0.0062069634371060035,0.45085264538696984,9.382584480477541e-05,0.006112068619125596,0.00011189353510750664,1.8116084482505837e-05
204,0.03171370381146349,0.48754078207007423,0.00040597130363215477,0.02379777663958478,0.0004356507250499354,0.0002655281179034931
205,0.011347105033459412,0.4670894677236693,0.00015258052927574547,0.011218169227280477,0.00020536936792707632,2.9299726819920715e-05
206,0.024924837552128796,0.4775600944838127,0.0003355618871471446,0.016690329841349466,0.00030553870692456424,0.0001643609219834032
207,0.04034526234118902,0.49809187961934204,0.0005248997965566006,0.027111599263282708,0.0004963149264360546,0.0005056882045270864
208,0.03627194258558821,0.481574891410957,0.0005159787253874549,0.02098679500969845,0.00038418920754467486,0.0007570966480087475
209,0.0062069634371060035,0.46466876971608834,8.967540776230901e-05,0.0069155918301112215,0.00012660397291334413,9.372133576427156e-06
210,0.004267287363010378,0.4561178448199593,6.654431542402238e-05,0.005752090293577307,0.00010530522119461003,3.2392532896529878e-06
211,0.004752206381534284,0.4457654230253772,7.581548200899675e-05,0.00467013187353328,8.549578543212141e-05,1.2721833943993625e-05
212,0.00746775288526816,0.4643339637935693,0.00010261785358304848,0.008954801368431818,0.00016393606943956325,8.47380527272055e-06
213,0.016778198040927166,0.48779449332954866,0.00023014087518497578,0.0168966999236159,0.00030932631969907083,0.00020165916770455226
214,0.03966637571525555,0.48020678092399405,0.0005183862205621657,0.0231732780366354,0.00042421023085562455,0.00037589367538830727
215,0.0036853845407816897,0.4387472873494745,7.253183716507031e-05,0.0039062085420055593,7.151116129014664e-05,3.7243282113642427e-05
216,0.0017457084666860634,0.42379778051787914,3.7242410855314546e-05,0.0020790048427198286,3.806095416296479e-05,1.8447140582955546e-06
217,0.012025991659392882,0.4599223872608056,0.00017484236354810994,0.009590863138620231,0.00017557611523909966,8.427510380746133e-05
218,0.05043157792648628,0.505664263645726,0.0006636869442760632,0.03588409464301986,0.0006569086341055264,0.000988878542021348
219,0.05789933081175444,0.502583349580815,0.0007537459302748743,0.03611467571057209,0.000661119702425151,0.0008798615415422269
220,0.0010668218407525944,0.3977395463663015,2.7588443413477174e-05,0.0014600290147859516,2.6729049633479077e-05,9.944063499206516e-08
221,0.01115313742604985,0.47897988572490363,0.0001545838305780444,0.011769267703325719,0.00021546048947995676,4.61539149453457e-05
222,0.019978663563184947,0.4848128643972165,0.00028200012987442016,0.018048786417886355,0.00033041584163164103,0.0003695990692107409
223,0.01629327902240326,0.4634365589464695,0.00023166915729290404,0.011960633158447635,0.00021895657717721997,0.00013357352791303995
224,0.04713412860052371,0.4899268269504894,0.000620618956758495,0.028140798553694057,0.0005151471690284578,0.000542962114494683
225,0.01338376491125982,0.4748111991158593,0.00017391890348498608,0.013108031523982525,0.0002399677646454419,3.494164960627029e-05
226,0.06197265056735526,0.5028774873195474,0.0008744803605390291,0.03548915941051835,0.0006496726374902936,0.0019991895867850643
227,0.07652022112307245,0.5075809786354238,0.0009989950190508398,0.04238510936855072,0.0007759010470805319,0.0012484025450849078
228,0.04403064688197071,0.4909064940011426,0.0005466620319788973,0.030028639559331226,0.0005497078457662078,0.00030272458113580065
229,0.03413829890408302,0.47833549823714977,0.0004318732786242512,0.02338436643399626,0.00042807904608870094,0.00016156739271847985
230,0.0032974493259625643,0.4509709587123863,5.521309299967245e-05,0.00395959867496714,7.248919279610963e-05,2.8651551406358105e-06
231,0.02599165939288139,0.4766108902653231,0.0003853983811115297,0.015098366175905948,0.00027639723643721465,0.0004859615669810253
232,0.05954805547473572,0.5064839375184202,0.0007797165806832542,0.036720328894807475,0.0006722106533028359,0.0011191259608024863
233,0.018911841722432356,0.4812377485298236,0.00025191007215256126,0.015143612510000596,0.00027722755420961327,0.00011420178247962402
